Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Food & Eating,Fibre,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,Wholemeal bread is high in dietary fibre.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Detox,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,She went on a detox after the holiday season.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Gluten-free,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,She follows a gluten-free diet due to coeliac disease.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Vegan,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,She became a vegan for environmental reasons.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Metabolism,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Advanced,Exercise can help boost your metabolism.,Food_&_Eating; Diet_&_Health; Advanced
Food & Eating,Intolerance,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Advanced,She has lactose intolerance and avoids dairy.,Food_&_Eating; Diet_&_Health; Advanced
Food & Eating,Supplement,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,She takes a vitamin D supplement in winter.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Hydration,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,Proper hydration is essential during exercise.,Food_&_Eating; Diet_&_Health; Intermediate
Food & Eating,Ravenous,",'ઇ'ઇ' — ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Advanced,I am absolutely ravenous — I haven't eaten since breakfast.,Food_&_Eating; Hunger_&_Appetite; Advanced
Food & Eating,Satiated,",'ઇ'ઇ' — ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Advanced,"After the three-course meal, she was completely satiated.",Food_&_Eating; Hunger_&_Appetite; Advanced
Food & Eating,Graze,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Intermediate,She tends to graze on snacks all day rather than eat proper meals.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Hunger pangs,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun phrase,Intermediate,She felt hunger pangs by mid-morning as she had skipped breakfast.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Gorge,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Intermediate,They gorged themselves on pizza after the football match.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Whet,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Advanced,The smell of freshly baked bread whetted her appetite.,Food_&_Eating; Hunger_&_Appetite; Advanced
Food & Eating,Snack,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",noun,Intermediate,She keeps healthy snacks at her desk to avoid vending machine food.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Indulge,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Intermediate,She indulged in a large slice of chocolate cake.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Abstain,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Advanced,She abstained from alcohol during her pregnancy.,Food_&_Eating; Hunger_&_Appetite; Advanced
Food & Eating,Binge,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",verb,Intermediate,She binged on crisps and chocolate while watching films.,Food_&_Eating; Hunger_&_Appetite; Intermediate
Food & Eating,Sumptuous,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Advanced,The wedding feast was absolutely sumptuous.,Food_&_Eating; Describing_a_Meal; Advanced
Food & Eating,Appetising,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The golden-brown chicken looked incredibly appetising.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Bland,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,Hospital food is often criticised for being bland.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Wholesome,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,She prepared a wholesome meal of grilled fish and vegetables.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Indulgent,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The chocolate lava cake was wonderfully indulgent.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Scrumptious,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The homemade pie was absolutely scrumptious.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Flavoursome,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The slow-cooked lamb was incredibly flavoursome.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Overcooked,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The steak was unfortunately overcooked and quite tough.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Undercooked,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The chicken was undercooked in the middle — dangerous to eat.,Food_&_Eating; Describing_a_Meal; Intermediate
Food & Eating,Garnished,",'ઇ'ઇ' ,'ઇ'ઇ' ,'ઇ'ઇ'.",",'",adjective,Intermediate,The soup was garnished with a swirl of cream and fresh chives.,Food_&_Eating; Describing_a_Meal; Intermediate
Work & Office,Communicate,"માહિતી, વિચારો અથવા ભાવનાઓ બીજા સાથે શેર કરવી અથવા આપ-લે કરવી.",કમ્યુનિકેટ,verb,Intermediate,She communicates very clearly with her team.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Correspondence,પત્ર અથવા ઈ-મેઇલ દ્વારા થતો સત્તાવાર સંવાદ.,કૉરિસ્પૉન્ડન્સ,noun,Advanced,All official correspondence must be filed.,Work_&_Office; Professional_Communication; Advanced
Work & Office,Memo,સંસ્થામાં આંતરિક રીતે મોકલવામાં આવતો ટૂંકો સત્તાવાર સંદેશ.,મૅમો,noun,Intermediate,The manager sent a memo about the new policy.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Proposal,વિચારણા માટે રજૂ કરવામાં આવેલ ઔપચારિક યોજના અથવા સૂચન.,પ્રપોઝલ,noun,Intermediate,She submitted a proposal for the new project.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Briefing,જૂથને માહિતી અથવા સૂચનાઓ આપવામાં આવે તેવી બેઠક.,બ્રીફિંગ,noun,Intermediate,The team had a briefing before the client visit.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Feedback,કોઈ વ્યક્તિને તેના કામ અથવા પ્રદર્શન વિશે આપવામાં આવેલ સૂચન અથવા અભિપ્રાય.,ફીડબૅક,noun,Intermediate,The manager gave positive feedback on the report.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Agenda,ચર્ચા અથવા કાર્ય માટેની બાબતોની યાદી.,એજૅન્ડા,noun,Intermediate,The agenda for today's meeting includes budget review.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Negotiate,કોઈ બાબત પર સહમત થવા માટે ચર્ચા કરવી.,નિગોશિએટ,verb,Advanced,They negotiated the contract terms for three hours.,Work_&_Office; Professional_Communication; Advanced
Work & Office,Presentation,પ્રેક્ષકો સમક્ષ માહિતી રજૂ કરવાની ઔપચારિક રીત.,પ્રૅઝૅન્ટેશન,noun,Intermediate,He gave an impressive presentation on market trends.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Report,"તારણો, માહિતી અથવા વિશ્લેષણ રજૂ કરતો ઔપચારિક દસ્તાવેજ.",રિપૉર્ટ,noun,Intermediate,The quarterly report was submitted on time.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Deadline,કોઈ કામ પૂર્ણ કરવા માટેની છેલ્લી તારીખ અથવા સમય.,ડૅડલાઇન,noun,Intermediate,We must meet the project deadline by Friday.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Clarify,કોઈ બાબત વધુ સ્પષ્ટ અને સમજવા સરળ બનાવવી.,ક્લૅરિફાઇ,verb,Intermediate,Can you clarify what you mean by that?,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Summarize,કોઈ બાબતના મુખ્ય મુદ્દા ટૂંકમાં રજૂ કરવા.,સમ્મરાઇઝ,verb,Intermediate,Can you summarize the main points of the meeting?,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Inquiry,માહિતી માટે ઔપચારિક વિનંતી અથવા કોઈ બાબત અંગેની તપાસ.,ઇન્ક્વાઇરી,noun,Intermediate,She made an inquiry about the job opening.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Acknowledge,કોઈ વસ્તુ મળ્યાની પુષ્ટિ કરવી અથવા કોઈ વ્યક્તિના યોગદાનને સ્વીકારવું.,એક્નૉલૅજ,verb,Advanced,Please acknowledge receipt of this email.,Work_&_Office; Professional_Communication; Advanced
Work & Office,Delegation,બીજ વ્યક્તિને જવાબદારી અથવা અધિકાર સોંપવાની ક્રિયા.,ડૅલિગેશન,noun,Advanced,Effective delegation improves team productivity.,Work_&_Office; Professional_Communication; Advanced
Work & Office,Confidential,ગુપ્ત રાખવા માટે અભિપ્રેત; જે અન્ય સાથે શેર ન કરવી.,કૉન્ફિડૅન્શલ,adjective,Intermediate,The report is strictly confidential.,Work_&_Office; Professional_Communication; Intermediate
Work & Office,Cubicle,"મોટા ઓફિસ વિસ્તારની અંદર નાની, અર્ધ-ઘેરાયેલ કામ કરવાની જગ્યા.",ક્યૂબિકલ,noun,Intermediate,She decorated her cubicle with family photos.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Workstation,એક વ્યક્તિ માટે કમ્પ્યૂટર અને સાધનો સાથે સજ્જ ડેસ્ક અથવા કાર્ય-વિસ્તાર.,વર્કસ્ટેશન,noun,Intermediate,Each employee has their own workstation.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Reception,ઑફિસના પ્રવેશ પર આવેલ વિસ્તાર જ્યાં મુલાકાતીઓનું સ્વાગત થાય છે.,રિસૅપ્શન,noun,Intermediate,Please wait at the reception until someone comes.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Conference Room,ઑફિસમાં બેઠકો અને ગ્રૂપ ચર્ચા માટે ઉપયોગમાં લેવાતો ઓરડો.,કૉન્ફ્રન્સ રૂમ,noun,Intermediate,Book the conference room for the 3 PM meeting.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Stationery,"કલમ, કાગળ, કવર જેવી લેખન અને ઑફિસ સામગ્રી.",સ્ટેશનરી,noun,Intermediate,The office stationery was ordered last week.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Printer,ડિજિટલ દસ્તાવેજોની છાપેલ નકલ બનાવતું ઉપકરણ.,પ્રિન્ટર,noun,Intermediate,The printer ran out of ink during the presentation.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Whiteboard,બેઠક અથવા તાલીમ દરમિયાન માર્કરથી લખવા માટે ઉપયોગમાં લેવાતી સફેદ સપાટી.,વ્હાઇટ્બૉર્ડ,noun,Intermediate,She drew the process diagram on the whiteboard.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Projector,સ્ક્રીન પર ચિત્રો અથવા સ્લાઇડ્સ દર્શાવતું ઉપકરણ.,પ્રજૅક્ટર,noun,Intermediate,Connect the laptop to the projector before the meeting.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Pantry,"ઑફિસમાં ખોરાક, પીણાં અને રસોઈ-સામગ્રી રાખવા માટેનો નાનો ઓરડો.",પૅન્ટ્રી,noun,Intermediate,She had her coffee break in the office pantry.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Filing Cabinet,ફાઇલો અને દસ્તાવેજો સંગ્રહ કરવા માટે ખાના ધરાવતો ફર્નિચરનો ટુકડો.,ફાઇલિંગ કૅબિનૅટ,noun,Intermediate,The contract is in the filing cabinet.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Ergonomic,કામ કરવાના વાતાવરણમાં આરામ અને કાર્યક્ષમતા માટે ડિઝાઇન કરેલ.,અૅર્ગૉનૉમિક,adjective,Advanced,She invested in an ergonomic chair to avoid back pain.,Work_&_Office; Office_Environment; Advanced
Work & Office,Bulletin Board,દિવાલ પર લગાડેલ બૉર્ડ જ્યાં નોટિસ અને જાહેરાતો લગાડવામાં આવે છે.,બુલૅટિન બૉર્ડ,noun,Intermediate,She pinned the schedule to the bulletin board.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Open-plan,"ઑફિસ ડિઝાઇન જ્યાં ઓછી અથવા ન જ ઓ walls હોય, teamwork ને પ્રોત્સાહ આપે.",ઓપન-પ્લૅન,adjective,Intermediate,The company moved to an open-plan office to boost teamwork.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Hot-desking,"એ પ્રણાલી જ્યાં કર્મચારીઓ ગમે ત્યારે ઉપલબ્ધ ડેસ્ક ઉપયોગ કરે, નિશ્ચિત ડેસ્ક ન હોય.",હૉટ-ડૅસ્કિંગ,noun,Advanced,The company introduced hot-desking to save space.,Work_&_Office; Office_Environment; Advanced
Work & Office,Intranet,સંસ્થામાં આંતરિક રીતે માહિતી શેર કરવા માટે ઉપયોગમાં લેવાતું ખાનગી નેટવર્ક.,ઇન્ટ્રૅનૅટ,noun,Advanced,All policies are available on the company intranet.,Work_&_Office; Office_Environment; Advanced
Work & Office,Supply Room,ઑફિસ સ્ટેશનરી અને અન્ય સામગ્રી સ્ટોર કરવા માટેનો ઓરડો.,સ્પ્લાઇ રૂમ,noun,Intermediate,Get extra pens from the supply room.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Badge,કર્મચારીઓ દ્વારા ઓળખ અને ઑફિસ વિસ્તારોમાં પ્રવેશ માટે પહેરવામાં આવતું ID કાર્ડ.,બૅજ,noun,Intermediate,Always wear your badge while in the office.,Work_&_Office; Office_Environment; Intermediate
Work & Office,Minutes,બેઠકમાં શું ચર્ચ્યું અને શું નક્કી થ્યું તેનો સત્તાવાર લેખિત રેકૉર્ડ.,મિનિટ્સ,noun,Intermediate,She was asked to take the minutes at the board meeting.,Work_&_Office; Meetings_&_Presentations; Intermediate
Work & Office,Quorum,બેઠકને માન્ય ઠરાવવા માટે ઉપસ્થિત હોવા જ જોઈએ તેવા ન્યૂ nतम સભ્યોની સંખ્યા.,ક્વૉરમ,noun,Advanced,The meeting was postponed because there was no quorum.,Work_&_Office; Meetings_&_Presentations; Advanced
Work & Office,Chairperson,બેઠકની અધ્યક્ષતા કરનાર વ્યક્તિ.,ચૅરપર્સન,noun,Intermediate,The chairperson opened the meeting at 9 AM.,Work_&_Office; Meetings_&_Presentations; Intermediate
Work & Office,Action Points,બેઠકના અંતે વ્યક્તિઓને સોંપવામાં આવેલ કાર્ય અથવા નિર્ણય.,ઍક્શન પૉઇન્ટ્સ,noun,Intermediate,The meeting ended with a list of action points.,Work_&_Office; Meetings_&_Presentations; Intermediate
Work & Office,Brainstorm,ગ્રૂપ ચર્ચામાં સ્વ-ચ-સ્ફૂર્ત ઘણા વિચારો ઉત્પન્ન કરવા.,બ્રૅઇનસ્ટૉર્મ,verb,Intermediate,Let's brainstorm ideas for the new marketing campaign.,Work_&_Office; Meetings_&_Presentations; Intermediate
Work & Office,Facilitate,કોઈ પ્રક્રિયા અથવા બેઠક સરળ અને સ્ઝ્ = manage કરવા-લાયક બનાવવી.,ફૅસિલિટેટ,verb,Advanced,She was asked to facilitate the workshop.,Work_&_Office; Meetings_&_Presentations; Advanced
Work & Office,Adjourn,બેઠક ઔપચારિક રીતે સ્થગિત કરવી અથવા બીજા સમય પર ટ�ળવી.,અૅડ્જર્ન,verb,Advanced,The meeting was adjourned at 5 PM.,Work_&_Office; Meetings_&_Presentations; Advanced
